"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"SAUP","Northeast U.S. Continental Shelf-Sphoeroides maculatus","Northeast U.S. Continental Shelf","Northern puffer","Sphoeroides maculatus",2014,NA,NA,NA
"SAUP","Northeast U.S. Continental Shelf-Spisula solidissima","Northeast U.S. Continental Shelf","Atlantic surf clam","Spisula solidissima",2014,121943.684040352,1.12336153603208,0.746676264789447
"SAUP","Northeast U.S. Continental Shelf-Squalus acanthias","Northeast U.S. Continental Shelf","Piked dogfish","Squalus acanthias",2014,5254.38801186054,0.681528805830173,0
"SAUP","Northeast U.S. Continental Shelf-Stenotomus chrysops","Northeast U.S. Continental Shelf","Scup","Stenotomus chrysops",2014,39.0076434860691,0.680513345079572,0
"SAUP","Northeast U.S. Continental Shelf-Thunnus albacares","Northeast U.S. Continental Shelf","Yellowfin tuna","Thunnus albacares",2014,2496.98290954574,0.754615529990429,0.234433691728926
"SAUP","Northeast U.S. Continental Shelf-Thunnus obesus","Northeast U.S. Continental Shelf","Bigeye tuna","Thunnus obesus",2014,273.9917294834,0.998318774154285,1.24931148175526
"SAUP","Northeast U.S. Continental Shelf-Thunnus thynnus","Northeast U.S. Continental Shelf","Atlantic bluefin tuna","Thunnus thynnus",2014,1387.36178604586,0.780275104289495,0.514591950851805
"SAUP","Northeast U.S. Continental Shelf-Urophycis chuss","Northeast U.S. Continental Shelf","Red hake","Urophycis chuss",2014,3036.32586268989,0.638195109829492,0.437941448823502
"SAUP","Northeast U.S. Continental Shelf-Urophycis tenuis","Northeast U.S. Continental Shelf","White hake","Urophycis tenuis",2014,990.205083727008,0.67108153677184,0.711242075999085
"SAUP","Northeast U.S. Continental Shelf-Xiphias gladius","Northeast U.S. Continental Shelf","Swordfish","Xiphias gladius",2014,901.449729559499,0.852978911551482,0.167871042737073
"SAUP","Northeast U.S. Continental Shelf-Zoarces americanus","Northeast U.S. Continental Shelf","Ocean pout","Zoarces americanus",2014,207.212956648909,0.504108589932407,0.0217257380672912
"SAUP","Northern Bering - Chukchi Seas-Atheresthes evermanni","Northern Bering - Chukchi Seas","Kamchatka flounder","Atheresthes evermanni",2014,352.255391101165,0.627246010442017,0.230800732062078
"SAUP","Northern Bering - Chukchi Seas-Atheresthes stomias","Northern Bering - Chukchi Seas","Arrowtooth flounder","Atheresthes stomias",2014,3205.24461596195,1.71569590417568,0.561608690785855
"SAUP","Northern Bering - Chukchi Seas-Clupea pallasii pallasii","Northern Bering - Chukchi Seas","Pacific herring","Clupea pallasii pallasii",2014,12202.6754692384,1.81726255675129,0.417691842326049
"SAUP","Northern Bering - Chukchi Seas-Cololabis saira","Northern Bering - Chukchi Seas","Pacific saury","Cololabis saira",2014,179.573611298173,0.942159929440986,1.49588792560839
"SAUP","Northern Bering - Chukchi Seas-Eleginus gracilis","Northern Bering - Chukchi Seas","Saffron cod","Eleginus gracilis",2014,3880.52404159935,1.52854852152238,0.563858218859521
"SAUP","Northern Bering - Chukchi Seas-Lepidopsetta bilineata","Northern Bering - Chukchi Seas","Rock sole","Lepidopsetta bilineata",2014,1651.204387227,1.60649414394608,0.489667310039038
"SAUP","Northern Bering - Chukchi Seas-Limanda aspera","Northern Bering - Chukchi Seas","Yellowfin sole","Limanda aspera",2014,932.410278978793,0.792030500002636,1.98779724344609
"SAUP","Northern Bering - Chukchi Seas-Oncorhynchus gorbuscha","Northern Bering - Chukchi Seas","Pink salmon","Oncorhynchus gorbuscha",2014,18951.126216311,1.30529282070334,0.596132971854095
"SAUP","Northern Bering - Chukchi Seas-Oncorhynchus keta","Northern Bering - Chukchi Seas","Chum salmon","Oncorhynchus keta",2014,10776.8816315234,1.92617755425712,0.37126324365394
"SAUP","Northern Bering - Chukchi Seas-Oncorhynchus nerka","Northern Bering - Chukchi Seas","Sockeye salmon","Oncorhynchus nerka",2014,6876.93936535946,1.7765364563375,0.431502705070051
"SAUP","Northern Bering - Chukchi Seas-Paralithodes camtschaticus","Northern Bering - Chukchi Seas","Red king crab","Paralithodes camtschaticus",2014,4969.54390252731,0.801828608772366,1.61950244814063
"SAUP","Northern Bering - Chukchi Seas-Pleurogrammus monopterygius","Northern Bering - Chukchi Seas","Atka mackerel","Pleurogrammus monopterygius",2014,1082.55464668825,1.34305008587873,0.640939054011737
"SAUP","Northern Bering - Chukchi Seas-Sebastes alutus","Northern Bering - Chukchi Seas","Pacific ocean perch","Sebastes alutus",2014,411.072579120852,0.791135990906553,0.931117432811752
"SAUP","Northern Bering - Chukchi Seas-Gadus chalcogrammus","Northern Bering - Chukchi Seas","Alaska pollock","Gadus chalcogrammus",2014,23553.4535348377,0.668212980137451,0
"SAUP","Northwest Australian Shelf-Galeorhinus galeus","Northwest Australian Shelf","Tope shark","Galeorhinus galeus",2014,742.567415214024,0.782193766598203,0.15679156924245
"SAUP","Northwest Australian Shelf-Katsuwonus pelamis","Northwest Australian Shelf","Skipjack tuna","Katsuwonus pelamis",2014,14.2761699364715,0.65472547038443,0.00782475416615448
"SAUP","Northwest Australian Shelf-Melicertus latisulcatus","Northwest Australian Shelf","Western king prawn","Melicertus latisulcatus",2014,1038.42245793477,1.10136354309454,0.731412873381465
"SAUP","Northwest Australian Shelf-Portunus pelagicus","Northwest Australian Shelf","Blue swimming crab","Portunus pelagicus",2014,1277.74065222142,1.33107517839033,0.645562603004518
"SAUP","Northwest Australian Shelf-Sardinella lemuru","Northwest Australian Shelf","Bali sardinella","Sardinella lemuru",2014,NA,NA,NA
"SAUP","Northwest Australian Shelf-Sardinops sagax","Northwest Australian Shelf","Pacific sardine","Sardinops sagax",2014,2402.93538948233,0.975739683858909,0.567978490624096
"SAUP","Northwest Australian Shelf-Thunnus albacares","Northwest Australian Shelf","Yellowfin tuna","Thunnus albacares",2014,220.79412684176,0.697191602399323,0.0660546148416754
"SAUP","Northwest Australian Shelf-Thunnus maccoyii","Northwest Australian Shelf","Southern bluefin tuna","Thunnus maccoyii",2014,76.2749365896742,0.668047296388467,0.00000151268764359151
"SAUP","Northwest Australian Shelf-Trachurus declivis","Northwest Australian Shelf","Greenback horse mackerel","Trachurus declivis",2014,285.223963624683,0.70310035083649,0.233178830812468
"SAUP","Norwegian Sea-Anarhichas lupus","Norwegian Sea","Atlantic wolffish","Anarhichas lupus",2014,689.803314666562,0.707743640050014,0.0157405964877431
"SAUP","Norwegian Sea-Brosme brosme","Norwegian Sea","Tusk","Brosme brosme",2014,6747.89374069055,1.05226367660878,0.588238964693999
"SAUP","Norwegian Sea-Cetorhinus maximus","Norwegian Sea","Basking shark","Cetorhinus maximus",2014,797.865775228824,0.583133016783885,0
"SAUP","Norwegian Sea-Clupea harengus","Norwegian Sea","Atlantic herring","Clupea harengus",2014,587237.698640223,1.1041298073506,0.488576931249665
"SAUP","Norwegian Sea-Gadus morhua","Norwegian Sea","Atlantic cod","Gadus morhua",2014,458890.209918912,1.92389885902252,0.43370613636831
"SAUP","Norwegian Sea-Hippoglossoides platessoides","Norwegian Sea","American plaice","Hippoglossoides platessoides",2014,84.5469170397602,0.622312859814544,0.195554845323134
"SAUP","Norwegian Sea-Hippoglossus hippoglossus","Norwegian Sea","Atlantic halibut","Hippoglossus hippoglossus",2014,142.29889226994,0.585043505920187,0.0987867159714474
"SAUP","Norwegian Sea-Lamna nasus","Norwegian Sea","Porbeagle","Lamna nasus",2014,111.757393890573,0.661655770830791,0.0739510008689319
"SAUP","Norwegian Sea-Mallotus villosus","Norwegian Sea","Capelin","Mallotus villosus",2014,18059.6621584362,0.552272601739614,0
"SAUP","Norwegian Sea-Melanogrammus aeglefinus","Norwegian Sea","Haddock","Melanogrammus aeglefinus",2014,44763.2850699366,1.44342963063896,0.543495211375214
"SAUP","Norwegian Sea-Merlangius merlangus","Norwegian Sea","Whiting","Merlangius merlangus",2014,26.9719427647273,0.699465678112526,0
"SAUP","Norwegian Sea-Micromesistius poutassou","Norwegian Sea","Blue whiting","Micromesistius poutassou",2014,6828.06535555704,0.679369859287214,0
"SAUP","Norwegian Sea-Molva molva","Norwegian Sea","Ling","Molva molva",2014,6093.44557792603,1.52943082725265,0.675979153753925
"SAUP","Norwegian Sea-Platichthys flesus","Norwegian Sea","European flounder","Platichthys flesus",2014,27.4661654713568,0.592613687679394,0
"SAUP","Norwegian Sea-Pollachius virens","Norwegian Sea","Saithe","Pollachius virens",2014,88002.5803534352,1.40529608589622,0.537298381059337
"SAUP","Norwegian Sea-Reinhardtius hippoglossoides","Norwegian Sea","Greenland halibut","Reinhardtius hippoglossoides",2014,8712.2347810414,1.83485717373049,0.54170100774962
"SAUP","Norwegian Sea-Scomber scombrus","Norwegian Sea","Atlantic mackerel","Scomber scombrus",2014,90073.528590044,1.87373979015977,0.636010706155042
"SAUP","Norwegian Sea-Sebastes mentella","Norwegian Sea","Beaked redfish","Sebastes mentella",2014,2013.69064193947,1.25340406967004,2.03886298598875
"SAUP","Norwegian Sea-Sebastes norvegicus","Norwegian Sea","Golden redfish","Sebastes norvegicus",2014,2566.01521466933,1.02018784231518,0.536548488171928
"SAUP","Norwegian Sea-Squalus acanthias","Norwegian Sea","Piked dogfish","Squalus acanthias",2014,682.843966014873,0.819994002588714,0.158779591606329
"SAUP","Norwegian Sea-Thunnus thynnus","Norwegian Sea","Atlantic bluefin tuna","Thunnus thynnus",2014,229.911950636187,0.725565005800143,0
"SAUP","Norwegian Sea-Trachurus trachurus","Norwegian Sea","Atlantic horse mackerel","Trachurus trachurus",2014,1001.57839366152,0.681392678982924,1.41594109524078
"SAUP","Norwegian Sea-Trisopterus esmarkii","Norwegian Sea","Norway pout","Trisopterus esmarkii",2014,782.333593895048,0.531218308601173,0
"SAUP","Oyashio Current-Ammodytes personatus","Oyashio Current","Pacific sandlance","Ammodytes personatus",2014,41339.5808712564,1.33280781575144,0.641704722903529
"SAUP","Oyashio Current-Arctoscopus japonicus","Oyashio Current","Japanese sandfish","Arctoscopus japonicus",2014,3103.32854340142,0.946859523230208,1.03500064216187
"SAUP","Oyashio Current-Atheresthes evermanni","Oyashio Current","Kamchatka flounder","Atheresthes evermanni",2014,1439.24313810436,0.648712519597184,0.0675936943410802
"SAUP","Oyashio Current-Chionoecetes japonicus","Oyashio Current","Red snow crab","Chionoecetes japonicus",2014,1966.12611679956,1.49627529512589,0.727968980945187
"SAUP","Oyashio Current-Chionoecetes opilio","Oyashio Current","Snow crab","Chionoecetes opilio",2014,1778.02151647221,0.709859359346512,1.1242611333181
"SAUP","Oyashio Current-Clupea pallasii pallasii","Oyashio Current","Pacific herring","Clupea pallasii pallasii",2014,88765.2680048304,1.73238014897767,0.487595657598519
"SAUP","Oyashio Current-Cololabis saira","Oyashio Current","Pacific saury","Cololabis saira",2014,56736.8882602054,1.59557696837518,0.65327219764207
"SAUP","Oyashio Current-Eleginus gracilis","Oyashio Current","Saffron cod","Eleginus gracilis",2014,2892.59844836505,1.43403585415519,0.626695742502314
"SAUP","Oyashio Current-Engraulis japonicus","Oyashio Current","Japanese anchovy","Engraulis japonicus",2014,24214.2213145816,1.69463792522519,0.478083906281616
"SAUP","Oyashio Current-Fenneropenaeus chinensis","Oyashio Current","Fleshy prawn","Fenneropenaeus chinensis",2014,377.429859226471,0.704943957132677,1.22049951614695
"SAUP","Oyashio Current-Gadus macrocephalus","Oyashio Current","Pacific cod","Gadus macrocephalus",2014,14660.751724005,1.21469743135792,0.635547703772328
"SAUP","Oyashio Current-Hippoglossus stenolepis","Oyashio Current","Pacific halibut","Hippoglossus stenolepis",2014,756.92295265648,0.969091470610121,1.30165469921113
"SAUP","Oyashio Current-Katsuwonus pelamis","Oyashio Current","Skipjack tuna","Katsuwonus pelamis",2014,2084.31130521988,0.679983885600638,0.39474920493392
"SAUP","Oyashio Current-Mallotus villosus","Oyashio Current","Capelin","Mallotus villosus",2014,1191.03021730031,0.922385634122686,0.973605463201363
"SAUP","Oyashio Current-Mizuhopecten yessoensis","Oyashio Current","Yesso scallop","Mizuhopecten yessoensis",2014,1327.07178330561,1.77348522276859,0.956693210580953
"SAUP","Oyashio Current-Mugil cephalus","Oyashio Current","Flathead grey mullet","Mugil cephalus",2014,6042.01082268052,1.87872440204097,0.423097030279598
"SAUP","Oyashio Current-Muraenesox cinereus","Oyashio Current","Daggertooth pike conger","Muraenesox cinereus",2014,655.217225826958,0.748556174237522,2.32776993569889
"SAUP","Oyashio Current-Oncorhynchus gorbuscha","Oyashio Current","Pink salmon","Oncorhynchus gorbuscha",2014,37145.6934072138,1.30367856557887,0.652112904172325
"SAUP","Oyashio Current-Oncorhynchus keta","Oyashio Current","Chum salmon","Oncorhynchus keta",2014,23966.3907109526,1.83090467986612,0.605243895219265
"SAUP","Oyashio Current-Oncorhynchus kisutch","Oyashio Current","Coho salmon","Oncorhynchus kisutch",2014,4711.84772267164,1.91720431438908,0.697523632837869
"SAUP","Oyashio Current-Oncorhynchus nerka","Oyashio Current","Sockeye salmon","Oncorhynchus nerka",2014,4413.93650517806,1.7469392772226,0.478344820520551
"SAUP","Oyashio Current-Paralithodes camtschaticus","Oyashio Current","Red king crab","Paralithodes camtschaticus",2014,2369.76160278516,0.835782546624663,1.45484601135272
"SAUP","Oyashio Current-Pleurogrammus azonus","Oyashio Current","Okhostk atka mackerel","Pleurogrammus azonus",2014,28035.1219144088,0.849293228412799,0.74596844071902
"SAUP","Oyashio Current-Pleurogrammus monopterygius","Oyashio Current","Atka mackerel","Pleurogrammus monopterygius",2014,8269.63331526501,1.46209948440622,0.918189211350232
"SAUP","Oyashio Current-Reinhardtius hippoglossoides","Oyashio Current","Greenland halibut","Reinhardtius hippoglossoides",2014,936.667361139689,1.7958940112106,0.720426650228402
"SAUP","Oyashio Current-Sardinops sagax","Oyashio Current","Pacific sardine","Sardinops sagax",2014,72251.7222918422,0.670439504867204,0.265562100340854
"SAUP","Oyashio Current-Scomber japonicus","Oyashio Current","Chub mackerel","Scomber japonicus",2014,12093.4525250313,0.725488947575082,0.715518753806924
"SAUP","Oyashio Current-Sebastes alutus","Oyashio Current","Pacific ocean perch","Sebastes alutus",2014,381.429931531418,1.10253364128857,1.82750172901741
"SAUP","Oyashio Current-Seriola lalandi","Oyashio Current","Yellowtail amberjack","Seriola lalandi",2014,5345.60312931317,1.85966793549415,0.415043319836613
"SAUP","Oyashio Current-Gadus chalcogrammus","Oyashio Current","Alaska pollock","Gadus chalcogrammus",2014,387750.834415187,1.07103356358273,0.846350373260151
"SAUP","Oyashio Current-Thunnus alalunga","Oyashio Current","Albacore","Thunnus alalunga",2014,765.806652339639,0.769673865708045,0.189025838823008
"SAUP","Oyashio Current-Thunnus albacares","Oyashio Current","Yellowfin tuna","Thunnus albacares",2014,378.793016463646,1.10213542561618,0.951831530802579
"SAUP","Oyashio Current-Thunnus orientalis","Oyashio Current","Pacific bluefin tuna","Thunnus orientalis",2014,190.359732554032,0.638822788657458,1.12505081458064
"SAUP","Oyashio Current-Todarodes pacificus","Oyashio Current","Japanese flying squid","Todarodes pacificus",2014,20741.4959916669,1.01633669376485,0.79390073453328
"SAUP","Oyashio Current-Trachurus japonicus","Oyashio Current","Japanese jack mackerel","Trachurus japonicus",2014,7210.16791736275,1.01230614884669,0.593981811524317
"SAUP","Oyashio Current-Trichiurus lepturus","Oyashio Current","Largehead hairtail","Trichiurus lepturus",2014,11796.5034269718,0.97283754684877,0.951392772975884
"SAUP","Pacific Central-American Coastal-Acanthocybium solandri","Pacific Central-American Coastal","Wahoo","Acanthocybium solandri",2014,1386.64296044717,0.961440969497731,0.0603589970762841
"SAUP","Pacific Central-American Coastal-Anchoa nasus","Pacific Central-American Coastal","Longnose anchovy","Anchoa nasus",2014,21316.5222612586,0.586162593812024,0.0191719758896058
"SAUP","Pacific Central-American Coastal-Argopecten purpuratus","Pacific Central-American Coastal","Peruvian calico scallop","Argopecten purpuratus",2014,2591.30689315883,1.28022219638065,0.742661439121734
"SAUP","Pacific Central-American Coastal-Argopecten ventricosus","Pacific Central-American Coastal","Pacific calico scallop","Argopecten ventricosus",2014,482.365777174532,0.678061672201635,0
"SAUP","Pacific Central-American Coastal-Carcharhinus falciformis","Pacific Central-American Coastal","Silky shark","Carcharhinus falciformis",2014,4991.2792712358,1.23371409356855,0.781199345202606
"SAUP","Pacific Central-American Coastal-Cetengraulis mysticetus","Pacific Central-American Coastal","Pacific anchoveta","Cetengraulis mysticetus",2014,170097.021734408,1.38285750813405,0.433474229041465
"SAUP","Pacific Central-American Coastal-Chanos chanos","Pacific Central-American Coastal","Milkfish","Chanos chanos",2014,4788.10672229754,1.8656445819845,0.534590842635201
"SAUP","Pacific Central-American Coastal-Chloroscombrus orqueta","Pacific Central-American Coastal","Pacific bumper","Chloroscombrus orqueta",2014,3967.55567574515,0.912045717923779,1.52646711608631
"SAUP","Pacific Central-American Coastal-Coryphaena hippurus","Pacific Central-American Coastal","Common dolphinfish","Coryphaena hippurus",2014,23341.1894688505,1.73871342700168,0.405087875680503
"SAUP","Pacific Central-American Coastal-Dosidicus gigas","Pacific Central-American Coastal","Jumbo flying squid","Dosidicus gigas",2014,26101.8899271979,0.810317277541581,0.773234420259874
"SAUP","Pacific Central-American Coastal-Engraulis ringens","Pacific Central-American Coastal","Anchoveta","Engraulis ringens",2014,144455.014424735,0.822484989554491,0.366534725977849
"SAUP","Pacific Central-American Coastal-Euthynnus lineatus","Pacific Central-American Coastal","Black skipjack","Euthynnus lineatus",2014,924.306492708809,0.94002272878169,0.893160421986592
"SAUP","Pacific Central-American Coastal-Farfantepenaeus brevirostris","Pacific Central-American Coastal","Crystal shrimp","Farfantepenaeus brevirostris",2014,2692.83167314405,0.903173752611126,0.719018786806026
"SAUP","Pacific Central-American Coastal-Farfantepenaeus californiensis","Pacific Central-American Coastal","Yellowleg shrimp","Farfantepenaeus californiensis",2014,12115.8990167261,1.77335803674552,0.465632284513158
"SAUP","Pacific Central-American Coastal-Fistularia corneta","Pacific Central-American Coastal","Pacific cornetfish","Fistularia corneta",2014,18425.4566372526,1.28643196703806,0.670917098031434
"SAUP","Pacific Central-American Coastal-Heterocarpus vicarius","Pacific Central-American Coastal","Northern nylon shrimp","Heterocarpus vicarius",2014,139.514294514505,0.599187375272155,0
"SAUP","Pacific Central-American Coastal-Istiophorus platypterus","Pacific Central-American Coastal","Indo-Pacific sailfish","Istiophorus platypterus",2014,1143.64320765313,0.963693140002318,0.404451762501075
"SAUP","Pacific Central-American Coastal-Kajikia audax","Pacific Central-American Coastal","Striped marlin","Kajikia audax",2014,666.057272088568,0.994427650456947,1.57665196062427
"SAUP","Pacific Central-American Coastal-Katsuwonus pelamis","Pacific Central-American Coastal","Skipjack tuna","Katsuwonus pelamis",2014,17410.2320228066,0.789829927887476,0.946312354183231
"SAUP","Pacific Central-American Coastal-Litopenaeus occidentalis","Pacific Central-American Coastal","Western white shrimp","Litopenaeus occidentalis",2014,1750.46379170145,0.807356843064795,1.18994941260435
"SAUP","Pacific Central-American Coastal-Litopenaeus stylirostris","Pacific Central-American Coastal","Blue shrimp","Litopenaeus stylirostris",2014,14918.4031723966,1.41640830283688,0.565562971955076
"SAUP","Pacific Central-American Coastal-Litopenaeus vannamei","Pacific Central-American Coastal","Whiteleg shrimp","Litopenaeus vannamei",2014,15732.4592101538,1.08653050932117,0.827607824631879
"SAUP","Pacific Central-American Coastal-Lutjanus argentiventris","Pacific Central-American Coastal","Yellow snapper","Lutjanus argentiventris",2014,853.850973389042,0.715102985018771,0.472641796971244
"SAUP","Pacific Central-American Coastal-Lutjanus guttatus","Pacific Central-American Coastal","Spotted rose snapper","Lutjanus guttatus",2014,4637.94708953314,1.82928776851969,0.447877177326874
"SAUP","Pacific Central-American Coastal-Merluccius gayi gayi","Pacific Central-American Coastal","South Pacific hake","Merluccius gayi gayi",2014,2244.81777513979,0.924719065382521,0.930854939382605
"SAUP","Pacific Central-American Coastal-Mugil cephalus","Pacific Central-American Coastal","Flathead grey mullet","Mugil cephalus",2014,2345.44436433983,1.91922740970131,0.616677404650234
"SAUP","Pacific Central-American Coastal-Mycteroperca xenarcha","Pacific Central-American Coastal","Broomtail grouper","Mycteroperca xenarcha",2014,373.406678781684,0.939587890066889,1.09683864695891
"SAUP","Pacific Central-American Coastal-Opisthonema libertate","Pacific Central-American Coastal","Pacific thread herring","Opisthonema libertate",2014,198848.395461382,1.54993457409218,0.770698739645835
"SAUP","Pacific Central-American Coastal-Prionace glauca","Pacific Central-American Coastal","Blue shark","Prionace glauca",2014,4148.14758479652,1.857696729237,1.31511553305214
"SAUP","Pacific Central-American Coastal-Prionotus stephanophrys","Pacific Central-American Coastal","Lumptail searobin","Prionotus stephanophrys",2014,5110.68128932452,0.825037907025485,0.582617167798587
"SAUP","Pacific Central-American Coastal-Sarda chiliensis","Pacific Central-American Coastal","Eastern Pacific bonito","Sarda chiliensis",2014,1207.02894006976,1.06851728448615,2.19733404880601
"SAUP","Pacific Central-American Coastal-Sardinops sagax","Pacific Central-American Coastal","Pacific sardine","Sardinops sagax",2014,176289.411025274,0.649981559723401,0.491064916293182
"SAUP","Pacific Central-American Coastal-Scomber japonicus","Pacific Central-American Coastal","Chub mackerel","Scomber japonicus",2014,63120.7323528201,0.807540964911189,1.47284854972931
"SAUP","Pacific Central-American Coastal-Scomberomorus sierra","Pacific Central-American Coastal","Pacific sierra","Scomberomorus sierra",2014,4458.02666591893,1.00485205921313,0.682832513727573
"SAUP","Pacific Central-American Coastal-Solenocera agassizii","Pacific Central-American Coastal","Kolibri shrimp","Solenocera agassizii",2014,463.817449830955,0.743307177047545,0.49595197740062
"SAUP","Pacific Central-American Coastal-Sphyrna lewini","Pacific Central-American Coastal","Scalloped hammerhead","Sphyrna lewini",2014,1619.04729658764,0.967140079557311,0.534504095280388
"SAUP","Pacific Central-American Coastal-Thunnus albacares","Pacific Central-American Coastal","Yellowfin tuna","Thunnus albacares",2014,61138.6224306494,1.12697228516628,0.530466532495933
"SAUP","Pacific Central-American Coastal-Thunnus obesus","Pacific Central-American Coastal","Bigeye tuna","Thunnus obesus",2014,1860.44138094782,0.694255746923887,0.838264647634542
"SAUP","Pacific Central-American Coastal-Thunnus orientalis","Pacific Central-American Coastal","Pacific bluefin tuna","Thunnus orientalis",2014,NA,NA,NA
"SAUP","Pacific Central-American Coastal-Trachurus murphyi","Pacific Central-American Coastal","Chilean jack mackerel","Trachurus murphyi",2014,18278.2219559439,0.663792332308404,0.0597691584725308
"SAUP","Pacific Central-American Coastal-Xiphias gladius","Pacific Central-American Coastal","Swordfish","Xiphias gladius",2014,1510.98342472494,0.969327566001611,0.917246471904465
"SAUP","Pacific Central-American Coastal-Xiphopenaeus kroyeri","Pacific Central-American Coastal","Atlantic seabob","Xiphopenaeus kroyeri",2014,965.796149092611,0.577203675657317,0.157949702270938
"SAUP","Patagonian Shelf-Acanthistius brasilianus","Patagonian Shelf","Argentine seabass","Acanthistius brasilianus",2014,5469.82244608853,0.777486106040923,0.455634803124263
"SAUP","Patagonian Shelf-Brevoortia aurea","Patagonian Shelf","Brazilian menhaden","Brevoortia aurea",2014,4607.06958985466,1.85783200071209,0.374444600664413
"SAUP","Patagonian Shelf-Brevoortia pectinata","Patagonian Shelf","Argentine menhaden","Brevoortia pectinata",2014,404.478707337811,1.84201133760344,2.23223609765547
"SAUP","Patagonian Shelf-Chaceon notialis","Patagonian Shelf","Red crab","Chaceon notialis",2014,1110.74583744257,0.664170627048756,1.15214093452925
"SAUP","Patagonian Shelf-Cynoscion guatucupa","Patagonian Shelf","Stripped weakfish","Cynoscion guatucupa",2014,13774.4526196977,1.27862354548754,0.455369843583651
"SAUP","Patagonian Shelf-Cynoscion striatus","Patagonian Shelf","Striped weakfish","Cynoscion striatus",2014,14978.1002089612,1.32740545803948,0.724222465885759
"SAUP","Patagonian Shelf-Dissostichus eleginoides","Patagonian Shelf","Patagonian toothfish","Dissostichus eleginoides",2014,685.815935791452,0.598959177145241,1.09884707112686
"SAUP","Patagonian Shelf-Doryteuthis gahi","Patagonian Shelf","Patagonian squid","Doryteuthis gahi",2014,8787.16437349386,0.814558774368508,1.43061338037956
"SAUP","Patagonian Shelf-Eleginops maclovinus","Patagonian Shelf","Patagonian blennie","Eleginops maclovinus",2014,342.378435280211,0.808167702510883,0.00834577804718786
"SAUP","Patagonian Shelf-Engraulis anchoita","Patagonian Shelf","Argentine anchovy","Engraulis anchoita",2014,6202.66189263906,0.712104122338072,0.198156344823576
"SAUP","Patagonian Shelf-Galeorhinus galeus","Patagonian Shelf","Tope shark","Galeorhinus galeus",2014,665.160874278116,0.818175086740764,0.269410127475372
"SAUP","Patagonian Shelf-Genypterus blacodes","Patagonian Shelf","Pink cusk-eel","Genypterus blacodes",2014,5480.19450194595,0.822733779981473,0.3566197740365
"SAUP","Patagonian Shelf-Illex argentinus","Patagonian Shelf","Argentine shortfin squid","Illex argentinus",2014,276654.78366099,1.11199505831793,1.11842523023867
"SAUP","Patagonian Shelf-Lithodes antarcticus","Patagonian Shelf","Southern king crab","Lithodes antarcticus",2014,3978.33574601954,1.43346170213226,0.601065977332891
"SAUP","Patagonian Shelf-Macrodon ancylodon","Patagonian Shelf","King weakfish","Macrodon ancylodon",2014,3477.21815532097,1.6560563538655,0.535043210445356
"SAUP","Patagonian Shelf-Macrourus carinatus","Patagonian Shelf","Ridge scaled rattail","Macrourus carinatus",2014,1582.71311831035,0.781057746426244,0.574073482467229
"SAUP","Patagonian Shelf-Macruronus magellanicus","Patagonian Shelf","Patagonian grenadier","Macruronus magellanicus",2014,4211.06611448344,0.899877823768743,1.24477284803929
"SAUP","Patagonian Shelf-Martialia hyadesi","Patagonian Shelf","Sevenstar flying squid","Martialia hyadesi",2014,38.0338407812975,0.740400413575908,0
"SAUP","Patagonian Shelf-Merluccius australis","Patagonian Shelf","Southern hake","Merluccius australis",2014,2592.82616848417,1.03199589898384,1.82175783245772
"SAUP","Patagonian Shelf-Merluccius hubbsi","Patagonian Shelf","Argentine hake","Merluccius hubbsi",2014,163546.091442078,0.733877413627613,0.45771155765491
"SAUP","Patagonian Shelf-Micromesistius australis","Patagonian Shelf","Southern blue whiting","Micromesistius australis",2014,101642.81817518,1.17247664850444,0.731179251252511
"SAUP","Patagonian Shelf-Micropogonias furnieri","Patagonian Shelf","Whitemouth croaker","Micropogonias furnieri",2014,125705.907829563,1.8805856433143,0.350806598762378
"SAUP","Patagonian Shelf-Mustelus schmitti","Patagonian Shelf","Narrownose smoothhound","Mustelus schmitti",2014,7298.59447860972,0.987249554680881,0.625796365196547
"SAUP","Patagonian Shelf-Mytilus platensis","Patagonian Shelf","River Plata mussel","Mytilus platensis",2014,1203.22394447398,0.59928301349307,0.0998513779744843
"SAUP","Patagonian Shelf-Nemadactylus bergi","Patagonian Shelf","Castaneta","Nemadactylus bergi",2014,3909.51980399794,0.669014760887777,0.71619237103871
"SAUP","Patagonian Shelf-Pagrus pagrus","Patagonian Shelf","Red porgy","Pagrus pagrus",2014,4112.55155898047,0.91805280601252,0.835940228631381
"SAUP","Patagonian Shelf-Parona signata","Patagonian Shelf","Parona leatherjacket","Parona signata",2014,3751.4988468997,1.2075706825126,0.689196457168538
"SAUP","Patagonian Shelf-Patagonotothen ramsayi","Patagonian Shelf","Longtail southern cod","Patagonotothen ramsayi",2014,56690.681581365,1.58176985759283,0.607012581856532
"SAUP","Patagonian Shelf-Peprilus paru","Patagonian Shelf","American harvestfish","Peprilus paru",2014,677.598753351437,0.871511096285153,0.550410085517913
"SAUP","Patagonian Shelf-Percophis brasiliensis","Patagonian Shelf","Brazilian flathead","Percophis brasiliensis",2014,10559.7111088775,1.58158310862405,0.540001150171151
"SAUP","Patagonian Shelf-Pleoticus muelleri","Patagonian Shelf","Argentine red shrimp","Pleoticus muelleri",2014,164870.303773894,1.81614980116298,0.544969422020033
