"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","year","msy_mt","bmsy_mt","umsy","bbmsy","uumsy","biomass_mt","catch_mt","er","r_est","k_mt_est","msy_mt_est"
"PAUAPAU5D","Paua New Zealand Area PAU 5D (Otago)","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area PAU 5D (Otago)","New Zealand-MFish-PAU5D","Haliotis iris","Paua",2012,121,465.3846154,0.26,0.86980306345733,0.8,798.562765930432,111,0.138999718914606,0.312,1158.02584619213,121.000000004
"PAUAPAU7","Paua New Zealand Area PAU 7 (Marlborough)","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area PAU 7 (Marlborough)","New Zealand-MFish-PAU7","Haliotis iris","Paua",2014,207,559.4594595,0.37,0.429387089256584,1.32,678.284754987627,155,0.228517593621616,0.444,1392.11416226304,207.000000015
"PAUASPAU5A","Paua NZ Area South PAUA 5A","New Zealand","New Zealand","New Zealand Shelf","NZ Area South PAUA 5A","New Zealand-MFish-SPAU5A","Haliotis iris","Paua",2014,57,247.826087,0.23,1.01556842867487,0.47,516.183582858645,45.9,0.088921851690447,0.276,616.67060880384,57.00000001
"PCEELCSCH","Pink cusk eel Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Genypterus blacodes","Pink cusk eel",2014,2993.635155,21609.80701,0.138531323,0.520555258942872,0.632911392405063,9990,567,0.0567567567567568,0.1662375876,53772.1149791232,2993.63515486997
"PCEELSCH","Pink cusk eel Southern Chile","Chile","South America","Humboldt Current","Southern Chile","Chile-SUBPESCA-CH-S","Genypterus blacodes","Pink cusk eel",2014,909.4450572,10163.46234,0.089481815,0.413698630136986,0.266666666666667,4030,113,0.0280397022332506,0.107378178,25289.9466098688,909.445056867347
"PCOD5AB","Pacific cod Queen Charlotte Sound","Canada","Canada West Coast","Gulf of Alaska","Queen Charlotte Sound","Canada-DFO-5AB","Gadus macrocephalus","Pacific cod",2012,763.3,3465.088,0.220283006,0.275894869048059,0.84524209184191,956,178,0.186192468619247,0.2643396072,8622.24777216,763.300000694528
"PCODAI","Pacific cod Aleutian Islands","USA","US Alaska","East Bering Sea","Aleutian Islands","USA-NMFS-AI","Gadus macrocephalus","Pacific cod",2014,25564.66847,86432.00153,0.295777814,0.797158445718572,0.520140952310081,68900,10600,0.153846153846154,0.3549333768,215070.47804713,25564.6684721881
"PCODBS","Pacific cod Bering Sea","USA","US Alaska","East Bering Sea","Bering Sea","USA-NMFS-BS","Gadus macrocephalus","Pacific cod",2014,184978.517,1164308.93,0.158874086,1.23404255319149,1.0096214467837,1490000,239000,0.160402684563758,0.1906489032,2897173.1966976,184978.517075388
"PCODGA","Pacific cod Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Gadus macrocephalus","Pacific cod",2014,66403.74235,302908.7921,0.219220254,1.96836555360281,NA,677000,84900,0.125406203840473,0.2630643048,753734.005558272,66403.7423429952
"PCODHS","Pacific cod Hecate Strait","Canada","Canada West Coast","Gulf of Alaska","Hecate Strait","Canada-DFO-HS","Gadus macrocephalus","Pacific cod",2012,3313.1,15437.232,0.214617491,0.659466195866653,NA,12700,701,0.0551968503937008,0.2575409892,38412.77313024,3313.09999982491
"PCODNPAC","Pacific cod North Pacific","Japan","Japan","Kuroshio Current","North Pacific","Japan-FAJ-NPAC","Gadus macrocephalus","Pacific cod",2013,188097.77,1297226,0.145,0.215074320126177,0.751452230873814,279000,30400,0.108960573476703,0.174,3227913.40032,188097.77
"PCODWCVANI","Pacific cod West Coast of Vancouver Island","Canada","Canada West Coast","Gulf of Alaska","West Coast of Vancouver Island","Canada-DFO-WCVANI","Gadus macrocephalus","Pacific cod",2001,1714.713486,6731,0.254748698,0.668548506908335,0.469026548672566,4500,339,0.0753333333333333,0.3056984376,16748.88192,1714.713486238
"PERCHEBSAI","Pacific ocean perch Eastern Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Sebastes alutus","Pacific ocean perch",2014,15390.8486,347596.311,0.04427794,1.66156714149663,NA,598000,32400,0.054180602006689,0.053133528,864930.85258752,15390.8486026793
"PERCHQCI","Pacific ocean perch Haida Gwaii","Canada","Canada West Coast","Gulf of Alaska","Haida Gwaii","Canada-DFO-HG","Sebastes alutus","Pacific ocean perch",2012,1488,14056,0.109,1.57447973713034,0.482,19800,584,0.0294949494949495,0.1308,34975.82592,1532.104
"PERCHWCVANI","Pacific ocean perch West Coast of Vancouver Island","Canada","Canada West Coast","Gulf of Alaska","West Coast of Vancouver Island","Canada-DFO-WCVANI","Sebastes alutus","Pacific ocean perch",2012,1048,11729,0.091,1.47529695300396,0.384,16400,382,0.0232926829268293,0.1092,29185.50528,1067.339
"PGEODWA","Pacific geoduck Washington","USA","US West Coast","California Current","Washington","USA-WASTATE-WA","Panopea generosa","Pacific geoduck",2010,4956.210958,40931.93353,0.121084213,2.08639056685188,0.207293745221766,85400,2150,0.025175644028103,0.1453010556,101851.74884137,4956.21095804836
"PHAKEPCOAST","Pacific hake Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Merluccius productus","Pacific hake",2014,406000,1222891.566,0.332,2.71331058020478,0.256024096385542,1425359.15715528,299000,0.209771690523771,0.3984,3042945.54150912,405999.999912
"PHFLOUNSOJ","Pointhead flounder Sea of Japan","Japan","Japan","Sea of Japan","Sea of Japan","Japan-FAJ-SOJ","Cleisthenes herzensteini","Pointhead flounder",2013,2961.814499,9284.68495,0.319,0.848529054218332,1.07326922055151,8850,3030,0.342372881355932,0.3828,23103.267254784,2961.81449905
"PILCHPJPN","Japanese sardine Pacific Coast of Japan","Japan","Japan","Kuroshio Current","Pacific Coast of Japan","Japan-FAJ-PJPN","Sardinops sagax","Japanese sardine",2013,175942.4024,628365.7229,0.28,1.3384141451571,0.740296118447379,714000,148000,0.207282913165266,0.336,1563574.99560653,175942.402412
"PILCHTSST","Japanese sardine Tsushima Strait","Japan","Japan","East China Sea","Tsushima Strait","Japan-FAJ-TSST","Sardinops sagax","Japanese sardine",2013,53011.80649,203891.5634,0.26,1.07327783968015,1.31715506715507,252000,86300,0.342460317460317,0.312,507347.455039488,53011.806484
"PINKSHRIMPGM","Pink shrimp Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Farfantepenaeus duorarum","Pink shrimp",2013,3549.905254,28509.99263,0.124514422,2.33485333960138,0.18955223880597,66566.6515048177,1440,0.0216324536002202,0.1494173064,70941.9848610816,3549.90525354871
"PLAIC7d","European plaice Eastern English Channel","multinational","European Union","Celtic-Biscay Shelf","Eastern English Channel","multinational-ICES-VIId","Pleuronectes platessa","European plaice",2014,4969.363769,15149.40124,0.402277382,2.22256640594749,0.476,85192.3727703495,7000,0.0821669801223836,0.4827328584,37696.5580935168,6094.26146969475
"PLAICCELT","European plaice Celtic Sea","multinational","European Union","Celtic-Biscay Shelf","Celtic Sea","multinational-ICES-VIIf-g","Pleuronectes platessa","European plaice",2014,1176.537968,3973.270214,0.296113253,1.07,0.62,4760,411,0.086344537815126,0.3553359036,9886.76773890048,1176.53796811555
"PLAICIS","European plaice Irish Sea","multinational","European Union","Celtic-Biscay Shelf","Irish Sea","multinational-ICES-VIIa","Pleuronectes platessa","European plaice",2014,4879.863392,20943.96928,0.226451091,1.04888375673595,0.525479869397588,15400,1230,0.0798701298701299,0.2717413092,52115.2976388096,4742.78469332648
"PLAICNS","European plaice North Sea","multinational","European Union","North Sea","North Sea","multinational-ICES-IV","Pleuronectes platessa","European plaice",2014,194792.4085,800061.4038,0.221142033,1.45767172807603,0.976190476190476,1030000,134000,0.130097087378641,0.2653704396,1990808.79230362,176927.205361166
"POLL5YZ","Pollock Gulf of Maine / Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Pollachius virens","Pollock",2014,19678,167434.3481,0.117526662,1.47301997605155,0.252707581227437,246634.139480485,6070,0.0246113535327508,0.1410319944,416630.237064192,19678.000036339
"POPERCHGA","Pacific ocean perch Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastes alutus","Pacific ocean perch",2014,20243,247451.1821,0.084925585,1.59214940169228,NA,464000,17600,0.0379310344827586,0.101910702,615737.725443072,21014.936398784
"POPERCHPCOAST","Pacific ocean perch Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastes alutus","Pacific ocean perch",2010,1058,50380.95238,0.021,0.48828125,0.275175644028103,24400,141,0.00577868852459016,0.0252,125363.931426202,1057.99999998
"PSHRMPMEDGSA6","Deep water rose shrimp Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Parapenaeus longirostris","Deep water rose shrimp",2012,139.9835851,426.5996025,0.328138105,1.56226598265666,5.48148148148148,666.462047155802,120,0.180055264230143,0.393765726,1061.5163228928,139.983585158103
"PSOLEPCOAST","Petrale sole Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Eopsetta jordani","Petrale sole",2014,795.4814368,15503.74715,0.051308979,1.11124387620982,0.938571428571429,18600,2360,0.126881720430108,0.0615707748,38578.284108288,795.48143694066
"PTOOTHFISHCH","Patagonian toothfish South Chile Argentina","multinational","South America","Humboldt Current","South Chile Argentina","multinational-SUBPESCA-CFP-SCH-ARG","Dissostichus eleginoides","Patagonian toothfish",2014,5511.542277,139520.9572,0.039503329,0.34,2.12,59800,6100,0.102006688963211,0.0474039948,347172.788219904,5511.54227466652
"PTOOTHFISHMI","Patagonian toothfish Macquarie Island","Australia","Australia","South Pacific Ocean","Macquarie Island","Australia-AFMA-MI","Dissostichus eleginoides","Patagonian toothfish",2009,184.369,1512.101789,0.121928961,2.26513067044418,0.0926769153720583,6100,68.7,0.0112622950819672,0.1463147532,3762.59312360448,184.369000059011
"PTOOTHFISHPEI","Patagonian toothfish South Africa Subantarctic Prince Edward Islands","South Africa","South Africa","Indian Ocean","South Africa Subantarctic Prince Edward Islands","South Africa-DETMCM-PEI","Dissostichus eleginoides","Patagonian toothfish",2014,1514.43,18545.89955,0.081768386,2.52,NA,34200,368,0.0107602339181287,0.0981220632,46148.132768256,1516.46827312163
"RBRMECS","Red seabream East China Sea","Japan","Japan","East China Sea","East China Sea","Japan-FAJ-ECS","Pagrus major","Red seabream",2013,11625.59874,96879.9895,0.12,0.0985860533443511,3.23943661971831,14200,5520,0.388732394366197,0.144,241068.41547264,11625.59874
"RBRMSETOE","Red seabream Inland Sea of Japan (East)","Japan","Japan","Kuroshio Current","Inland Sea of Japan (East)","Japan-FAJ-SETOE","Pagrus major","Red seabream",2013,3105.528673,21417.43912,0.145,0.101498308361527,3.08034568323779,4030,1800,0.446650124069479,0.174,53293.4421110784,3105.5286724
"RBRMSETOW","Red seabream Inland Sea of Japan (West)","Japan","Japan","Kuroshio Current","Inland Sea of Japan (West)","Japan-FAJ-SETOW","Pagrus major","Red seabream",2013,4173.130057,24122.13906,0.173,0.27288294757775,1.4752625296729,8620,2200,0.255220417633411,0.2076,60023.6010657792,4173.13005738
"RDSHRMPMEDGSA1","Red shrimp Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Aristeus antennatus","Red shrimp",2014,201.9823587,808.6010718,0.249792346,1.17608635821429,3.90243902439024,950.984689762522,184,0.193483661704321,0.2997508152,2012.05821898138,201.982358703036
"RDSHRMPMEDGSA6","Red shrimp Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Aristeus antennatus","Red shrimp",2014,598.4662516,1445.388153,0.414052274,NA,1.225,12055.2622425778,546,0.0452914245259295,0.4968627288,3596.58824887296,598.46625156231
"REDDEEPI-II","Deepwater redfish North-East Arctic","multinational","Europe non EU","Barents Sea","North-East Arctic","multinational-ICES-I-II","Sebastes mentella","Deepwater redfish",2014,86384.69324,581298.2975,0.148606479,2.06434459753428,0.105423846739998,1200000,18800,0.0156666666666667,0.1783277748,1446456.1796352,86384.6932401695
"REDFEAUS","Redfish Eastern Australia","Australia","Australia","Southeast Australian Shelf","Eastern Australia","Australia-AFMA-EAUS","Centroberyx affinis","Redfish",2014,913.2456563,8232.494413,0.110931828,0.142726366279676,0.888810215271602,1650,112,0.0678787878787879,0.1331181936,20485.0804977562,913.245654233877
"REDFISHSPP3LN","Redfish species N and SW Grand Banks","multinational","Canada East Coast","Labrador - Newfoundland","N and SW Grand Banks","multinational-NAFO-3LN","Sebastes spp","Redfish species",2008,24440,141900,0.172233968,0.843,0.032,267000,597,0.00223595505617978,0.2066807616,353092.608,24440.0000592
"REDFISHSPP3M","Redfish species Flemish Cap","multinational","Canada East Coast","Labrador - Newfoundland","Flemish Cap","multinational-NAFO-3M","Sebastes spp","Redfish species",2014,27361.91857,139397.2022,0.19628743,1.02584555316132,0.263635077132813,143000,7400,0.0517482517482517,0.235544916,346864.846178304,27361.9185690283
"REXSOLEGA","Rex sole Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Glyptocephalus zachirus","Rex sole",2014,2687.688879,41216.51877,0.065209022,1.03599239514327,NA,42700,3580,0.0838407494145199,0.0782508264,102559.887985766,2687.68887923634
"REYEROCKBSAI","Rougheye rockfish Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Sebastes aleutianus","Rougheye rockfish",2014,1426.910169,24020.38378,0.059404137,0.699609100932144,0.3,38200,194,0.00507853403141361,0.0712849644,59770.4013674496,1426.9101688597
"REYEROCKGA","Rougheye rockfish Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastes aleutianus","Rougheye rockfish",2009,659.2301876,47017.34788,0.014020999,1.54847396768402,0.178958333333333,45400,280,0.00616740088105727,0.0168251988,116994.207076762,659.230187608132
"RGROUPGM","Red grouper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Epinephelus morio","Red grouper",2013,6529.16,30797.92453,0.212,1.18775510204082,0.594339622641509,46500,5840,0.125591397849462,0.2544,76635.0915664896,6529.16000036
"RGROUPSATL","Red grouper South Atlantic","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","South Atlantic","USA-NMFS-SATL","Epinephelus morio","Red grouper",2008,503.49,3680,0.136817935,0.790895061728395,1.62015796407741,3000,665,0.221666666666667,0.164181522,9157.0176,503.4900008
"RHERRTSST","Round herring Tsushima Strait","Japan","Japan","East China Sea","Tsushima Strait","Japan-FAJ-TSST","Etrumeus sadina","Round herring",2013,43991.57093,123571.8285,0.356,0.897215814602221,1.18260787461052,119000,50100,0.421008403361345,0.4272,307486.25229312,43991.570946
"RKCRABPI","Red king crab Pribilof Islands","USA","US Alaska","East Bering Sea","Pribilof Islands","USA-NMFS-PI","Paralithodes camtschaticus","Red king crab",2008,653.1810113,5836.258015,0.111917775,1.91440667394752,0,10100,0,0,0.13430133,14522.4775438848,653.181011364717
"RMULLMEDGSA1","Red mullet Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Mullus barbatus barbatus","Red mullet",2013,181.9086313,515.1043905,0.35314906,1.02735047898826,4.85185185185185,529.192742346119,130,0.245657186120239,0.423778872,1281.74455696896,181.908631306948
"RMULLMEDGSA11","Red mullet Sardinia","multinational","Mediterranean-Black Sea","Mediterranean Sea","Sardinia","multinational-GFCM-GSA11","Mullus barbatus barbatus","Red mullet",2012,272.2908703,323.8355605,0.840830667,0.620784191833668,9.54545454545454,201.03199671804,136,0.676509223508079,1.0089968004,805.80650190336,272.290870333534
"RMULLMEDGSA17-18","Red mullet Adriatic Sea (GSA 17,18)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Mullus barbatus barbatus","Red mullet",2014,6027.012658,9525.940562,0.632694758,1.48217284751001,1.3219512195122,14119.090447464,6600,0.467452207672872,0.7592337096,23703.5884192358,6027.01265859697
"RMULLMEDGSA19","Red mullet Western Ionian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Western Ionian Sea","multinational-GFCM-GSA19","Mullus barbatus barbatus","Red mullet",2014,389.7110343,1306.866462,0.298202644,0.791506051238739,2.2,1034.39271279644,269,0.26005596972234,0.3578431728,3251.90195472384,389.711034323326
"RMULLMEDGSA29","Red mullet Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Mullus barbatus barbatus","Red mullet",2014,3000.218729,10659.94216,0.281447937,0.519251220177469,1.671875,5535.18797215246,3900,0.70458311797556,0.3377375244,26525.3472755712,3000.21872947132
"RMULLMEDGSA5","Red mullet Balearic Island","multinational","Mediterranean-Black Sea","Mediterranean Sea","Balearic Island","multinational-GFCM-GSA5","Mullus barbatus barbatus","Red mullet",2012,21.57757946,45.14712182,0.477939204,1.32175805681705,7.64285714285714,59.6735720044876,15.9,0.266449610202726,0.5735270448,112.340486167142,21.5775794655418
"RMULLMEDGSA6","Red mullet Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Mullus barbatus barbatus","Red mullet",2013,1296.601364,2514.708751,0.515606972,1.8921548512946,2.7719298245614,4758.21836217923,1250,0.262703370222696,0.6187283664,6257.40007928832,1296.60136456501
"RMULLMEDGSA9","Red mullet Ligurian and North Tyrrhenian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Mullus barbatus barbatus","Red mullet",2013,777.9749489,3455.869219,0.225117011,1.2077914872868,1.16810336471486,4173.96942338302,736,0.176330951510294,0.2701404132,8599.30849502208,777.974948988184
"RPORGYSATLC","Red porgy Southern Atlantic coast","USA","US Southeast and Gulf","Southeast U.S. Continental Shelf","Southern Atlantic coast","USA-NMFS-SATLC","Pagrus pagrus","Red porgy",2011,378.2960366,4254,0.088927136,0.475464022374778,0.862871297867591,2020,155,0.0767326732673267,0.1067125632,10585.31328,378.296036544
"RROCKLOBSTERCRA4","Red rock lobster New Zealand Area CRA4","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA4","New Zealand-MFish-CRA4","Jasus edwardsii","Red rock lobster",2010,679.969,1127.201458,0.664605886,0.766500073139543,0.358106969880191,864,533,0.616898148148148,0.7975270632,2804.83793197056,749.144723694582
"RROCKLOBSTERCRA5","Red rock lobster New Zealand Area CRA5","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area CRA5","New Zealand-MFish-CRA5","Jasus edwardsii","Red rock lobster",2014,560.0995,3627.031289,0.163265397,1.43092231261973,1.0044994408705,5190,472,0.0909441233140655,0.1959184764,9025.21449704448,592.168703330007
"RROCKLOBSTERSAUSNZ","Rock lobster South Australia Northern Zone","Australia","Australia","South West Australian Shelf","South Australia Northern Zone","Australia-SARDI-SAUSNZ","Jasus edwardsii","Rock lobster",2009,750.7441938,3502.79898,0.214326942,0.499600465225669,0.825841111473517,1750,310,0.177142857142857,0.2571923304,8716.0847579136,750.744193824119
"RROCKLOBSTERSAUSSZ","Rock lobster South Australia Southern Zone","Australia","Australia","Southeast Australian Shelf","South Australia Southern Zone","Australia-SARDI-SAUSSZ","Jasus edwardsii","Rock lobster",2009,1698.691069,3804.6764,0.44647452,0.470473651845923,1.55887955263382,1790,1240,0.692737430167598,0.535769424,9467.252379648,1698.69106944533
"RSFLOUNSOJ","Round nose flounder Sea of Japan","Japan","Japan","Sea of Japan","Sea of Japan","Japan-FAJ-SOJ","Eopsetta grigorjewi","Round nose flounder",2013,1568.679061,5504.137056,0.285,0.516971279373368,1.05775387373544,2740,826,0.301459854014599,0.342,13696.0543191859,1568.67906096
"RSHRMPMEDGSA1","Deep water rose shrimp Northern Alboran Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Alboran Sea","multinational-GFCM-GSA1","Parapenaeus longirostris","Deep water rose shrimp",2014,175.3709199,656.6564099,0.267066486,0.947222916920467,0.908045977011494,622,108,0.173633440514469,0.3204797832,1633.97127788237,175.370919901369
"RSHRMPMEDGSA17-19","Deep water rose shrimp Geographical Sub-Areas 17-19","multinational","Mediterranean-Black Sea","Mediterranean Sea","Geographical Sub-Areas 17-19","multinational-GFCM-GSA17-19","Parapenaeus longirostris","Deep water rose shrimp",2014,3164.700379,8680.673553,0.364568528,1.73425054857,2.21739130434783,15054.4628716088,1960,0.13019395090451,0.4374822336,21600.293615401,3164.70037926574
"RSHRMPMEDGSA9-11","Deep water rose shrimp Geographical Sub-Areas 9-11","multinational","Mediterranean-Black Sea","Mediterranean Sea","Geographical Sub-Areas 9-11","multinational-GFCM-GSA9-11","Parapenaeus longirostris","Deep water rose shrimp",2014,1549.399761,3141.679145,0.493175684,1.60423765998549,0.916483516483516,5040,1190,0.236111111111111,0.5918108208,7817.5030500864,1549.39976124391
"RSNAPGM","Red snapper Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Lutjanus campechanus","Red snapper",2013,5855.877884,119507.7119,0.049,0.5390625,0.991836734693877,64100,8370,0.130577223088924,0.0588,297373.429675008,5855.8778831
"RSOLE5AB","Rock sole Queen Charlotte Sound","Canada","Canada West Coast","Gulf of Alaska","Queen Charlotte Sound","Canada-DFO-5AB","Lepidopsetta bilineata","Rock sole",2013,524,2192.468619,0.239,1.39661756683033,0.460251046025105,2948.57266325056,362,0.122771266420453,0.2868,5455.56351403008,523.999999941
"RSOLEHSTR","Rock sole Hecate Strait","Canada","Canada West Coast","Gulf of Alaska","Hecate Strait","Canada-DFO-HS","Lepidopsetta bilineata","Rock sole",2005,1895,3737.672584,0.507,2.57572635483206,0.110059171597633,14238.438272778,594,0.0417180584429438,0.6084,9300.52544421888,1895.000000088
"RSQLOBSTERCSCH","Red squat lobster Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Pleuroncodes monodon","Red squat lobster",2014,952.560767,54487.86119,0.017482073,1.05239587998209,0.722222222222222,37100,6970,0.187870619946092,0.0209784876,135583.234756301,952.560766937447
"RSQLOBSTERNCH","Red squat lobster Northern Chile","Chile","South America","Humboldt Current","Northern Chile","Chile-SUBPESCA-CH-N","Pleuroncodes monodon","Red squat lobster",2014,1437.09838,7304.28462,0.196747314,1.71466845277964,0.305555555555556,7580,585,0.0771767810026385,0.2360967768,18175.3975056384,1437.09837967651
"SAABALONESA","South African abalone South Africa","South Africa","South Africa","Agulhas Current","South Africa","South Africa-DETMCM-SA","Haliotis midae","South african abalone",2014,790.6879416,13321.86372,0.059352652,0.493304535637149,3.03272042502835,6930,1230,0.177489177489178,0.0712231824,33149.0599317504,790.687941364585
"SABLEFEBSAIGA","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","USA-NMFS-EBSAIGA","Anoplopoma fimbria","Sablefish",2014,7407.27069,188351.7555,0.039326794,1.02272221975188,NA,208000,12000,0.0576923076923077,0.0471921528,468679.44024576,7407.27068808687
"SABLEFPCAN","Sablefish Pacific Coast of Canada","Canada","Canada West Coast","Gulf of Alaska","Pacific Coast of Canada","Canada-DFO-PCOAST","Anoplopoma fimbria","Sablefish",2010,3230,29363.63636,0.11,0.783959537572254,1.14545454545455,28500,2080,0.0729824561403509,0.132,73066.1236273152,3229.9999996
"SABLEFPCOAST","Sablefish Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Anoplopoma fimbria","Sablefish",2014,7476,132885.6773,0.056258885,0.881342428919982,0.82,173000,4460,0.0257803468208092,0.067510662,330662.088539136,7476.00003736781
"SAILEATL","Sailfish Eastern Atlantic","multinational","Atlantic Ocean","North Atlantic Ocean","Eastern Atlantic","multinational-ICCAT-EATL","Istiophorus albicans","Sailfish",2008,851,14774.85855,0.057597844,0.26,NA,3620,1950,0.538674033149171,0.0691174128,36764.576027136,850.999997884966
"SAILWATL","Sailfish Western Atlantic","multinational","Atlantic Ocean","North Atlantic Ocean","Western Atlantic","multinational-ICCAT-WATL","Istiophorus albicans","Sailfish",2007,850,20708.18252,0.041046577,0.54,2.26571879332166,14500,1230,0.0848275862068966,0.0492558924,51528.5847281664,850.000008337234
"SARDINWA","Sardinella West Africa","multinational","West Africa","Canary Current","West Africa","multinational-FAO-WA","Sardinella spp","Sardinella",2010,362882.2584,1157840,0.31341313,0.550162371312098,2.70481235060753,637000,540000,0.847723704866562,0.376095756,2881076.4288,362882.2584392
"SARDMEDGSA16","Sardine South of Sicily","multinational","Mediterranean-Black Sea","Mediterranean Sea","South of Sicily","multinational-GFCM-GSA16","Sardina pilchardus","Sardine",2011,5307,32527,0.163156762,0.47,1.06958364276557,15300,2670,0.174509803921569,0.1957881144,80937.58464,5306.999997574
"SARDMEDGSA17-18","Sardine Adriatic Sea (GSA 17,18)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Sardina pilchardus","Sardine",2014,39779.28466,1281534.669,0.03104035,0.421369794405461,4.7,540000,82500,0.152777777777778,0.03724842,3188868.34756608,39779.2846628941
"SARDMEDGSA22","European pilchard Aegean Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Aegean Sea","multinational-GFCM-GSA22","Sardina pilchardus","European pilchard",2008,16033.92346,21952.4544,0.730393202,0.438424093495286,1.37986791159305,9624.4849218783,9700,1.0078461422855,0.8764718424,54624.731332608,16033.923460975
"SARDMEDGSA6","European pilchard Northern Spain","multinational","Mediterranean-Black Sea","Mediterranean Sea","Northern Spain","multinational-GFCM-GSA6","Sardina pilchardus","European pilchard",2014,14007.42479,85276.19642,0.164259493,NA,4.17142857142857,97300,9660,0.0992805755395683,0.1971113916,212194.465075814,14007.4247889176
"SARDMEDGSA7","Sardine Gulf of Lions","multinational","Mediterranean-Black Sea","Mediterranean Sea","Gulf of Lions","multinational-GFCM-GSA7","Sardina pilchardus","Sardine",2011,25155.82787,57688.86287,0.436060387,0.494029498626517,0.0629238456627524,28500,782,0.0274385964912281,0.5232724644,143548.351256678,25155.8278686821
"SARDPCOAST","Pacific sardine Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sardinops sagax","Pacific sardine",2014,32284.6893,575022.0264,0.056145135,0.23477361527381,0.864162469615907,135000,6550,0.0485185185185185,0.067374162,1430838.80873165,32284.6893002016
"SARDPVIIIc-IXa","Sardine ICES 8c-9a","multinational","European Union","Iberian Coastal","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Sardina pilchardus","Sardine",2014,146474.1277,474018.4427,0.345822951,0.266618272089548,2.425,104571.809185349,27900,0.266802307594664,0.4149875412,1179509.57133926,163926.456682938
"SARDWAZC","Sardine West Africa Zone C","multinational","West Africa","Canary Current","West Africa Zone C","multinational-FAO-Z-C","Sardina pilchardus","Sardine",2010,282539.7989,3400129.412,0.083096778,0.679385905679757,0.72,2310000,420000,0.181818181818182,0.0997161336,8460610.01846784,282539.798920235
